Tamanho amostral,kind,Medidas,Valores,data_set,species,type
29,sepal_length,Média,5.0379310344827575,iris,setosa,central
29,sepal_length,Mediana,5.0,iris,setosa,central
29,sepal_length,Desvio Padrão,0.37360578259467214,iris,setosa,dispersao
29,sepal_length,IC (90%),0.11801910930384547,iris,setosa,dispersao
29,sepal_length,IC (95%),0.14211203940667308,iris,setosa,dispersao
29,sepal_length,IC (99%),0.1917064508070907,iris,setosa,dispersao
29,sepal_length,CV (%),7.4158574231659795,iris,setosa,cv
30,sepal_length,Média,5.0266666666666655,iris,setosa,central
30,sepal_length,Mediana,5.0,iris,setosa,central
30,sepal_length,Desvio Padrão,0.37225624594313816,iris,setosa,dispersao
30,sepal_length,IC (90%),0.11548011664133821,iris,setosa,dispersao
30,sepal_length,IC (95%),0.13900276668170033,iris,setosa,dispersao
30,sepal_length,IC (99%),0.1873360618092172,iris,setosa,dispersao
30,sepal_length,CV (%),7.405628234943068,iris,setosa,cv
31,sepal_length,Média,5.019354838709677,iris,setosa,central
31,sepal_length,Mediana,5.0,iris,setosa,central
31,sepal_length,Desvio Padrão,0.3682565725493661,iris,setosa,dispersao
31,sepal_length,IC (90%),0.11225824926291098,iris,setosa,dispersao
31,sepal_length,IC (95%),0.13507760134216532,iris,setosa,dispersao
31,sepal_length,IC (99%),0.1818870030975062,iris,setosa,dispersao
31,sepal_length,CV (%),7.336731201176318,iris,setosa,cv
32,sepal_length,Média,5.03125,iris,setosa,central
32,sepal_length,Mediana,5.0,iris,setosa,central
32,sepal_length,Desvio Padrão,0.3684645560054021,iris,setosa,dispersao
32,sepal_length,IC (90%),0.11043922121453277,iris,setosa,dispersao
32,sepal_length,IC (95%),0.13284563882142356,iris,setosa,dispersao
32,sepal_length,IC (99%),0.17873576777122224,iris,setosa,dispersao
32,sepal_length,CV (%),7.32351912557321,iris,setosa,cv
33,sepal_length,Média,5.036363636363636,iris,setosa,central
33,sepal_length,Mediana,5.0,iris,setosa,central
33,sepal_length,Desvio Padrão,0.36384936943241186,iris,setosa,dispersao
33,sepal_length,IC (90%),0.10728760198636314,iris,setosa,dispersao
33,sepal_length,IC (95%),0.12901537648657374,iris,setosa,dispersao
33,sepal_length,IC (99%),0.17345006430261706,iris,setosa,dispersao
33,sepal_length,CV (%),7.224445963459441,iris,setosa,cv
34,sepal_length,Média,5.05,iris,setosa,central
34,sepal_length,Mediana,5.05,iris,setosa,central
34,sepal_length,Desvio Padrão,0.36701085773716524,iris,setosa,dispersao
34,sepal_length,IC (90%),0.10652027626619953,iris,setosa,dispersao
34,sepal_length,IC (95%),0.12805614209514513,iris,setosa,dispersao
34,sepal_length,IC (99%),0.17203746884430862,iris,setosa,dispersao
34,sepal_length,CV (%),7.2675417373696085,iris,setosa,cv
35,sepal_length,Média,5.045714285714285,iris,setosa,central
35,sepal_length,Mediana,5.0,iris,setosa,central
35,sepal_length,Desvio Padrão,0.3624612410458589,iris,setosa,dispersao
35,sepal_length,IC (90%),0.10359807928887603,iris,setosa,dispersao
35,sepal_length,IC (95%),0.1245097926265626,iris,setosa,dispersao
35,sepal_length,IC (99%),0.16716089785943153,iris,setosa,dispersao
35,sepal_length,CV (%),7.183546679844316,iris,setosa,cv
36,sepal_length,Média,5.044444444444444,iris,setosa,central
36,sepal_length,Mediana,5.0,iris,setosa,central
36,sepal_length,Desvio Padrão,0.3573269366875939,iris,setosa,dispersao
36,sepal_length,IC (90%),0.1006216248811025,iris,setosa,dispersao
36,sepal_length,IC (95%),0.12090204119114877,iris,setosa,dispersao
36,sepal_length,IC (99%),0.1622148512207097,iris,setosa,dispersao
36,sepal_length,CV (%),7.083573634776091,iris,setosa,cv
37,sepal_length,Média,5.056756756756757,iris,setosa,central
37,sepal_length,Mediana,5.0,iris,setosa,central
37,sepal_length,Desvio Padrão,0.3602009782673345,iris,setosa,dispersao
37,sepal_length,IC (90%),0.09997537862268276,iris,setosa,dispersao
37,sepal_length,IC (95%),0.12009698546220501,iris,setosa,dispersao
37,sepal_length,IC (99%),0.161038840393961,iris,setosa,dispersao
37,sepal_length,CV (%),7.123162050182456,iris,setosa,cv
38,sepal_length,Média,5.052631578947368,iris,setosa,central
38,sepal_length,Mediana,5.0,iris,setosa,central
38,sepal_length,Desvio Padrão,0.35620889870462036,iris,setosa,dispersao
38,sepal_length,IC (90%),0.097488221740262,iris,setosa,dispersao
38,sepal_length,IC (95%),0.11708295151357205,iris,setosa,dispersao
38,sepal_length,IC (99%),0.15690911573596025,iris,setosa,dispersao
38,sepal_length,CV (%),7.049967786862278,iris,setosa,cv
39,sepal_length,Média,5.035897435897436,iris,setosa,central
39,sepal_length,Mediana,5.0,iris,setosa,central
39,sepal_length,Desvio Padrão,0.36669733646728303,iris,setosa,dispersao
39,sepal_length,IC (90%),0.09899683061254508,iris,setosa,dispersao
39,sepal_length,IC (95%),0.11886952538655651,iris,setosa,dispersao
39,sepal_length,IC (99%),0.15921877806112003,iris,setosa,dispersao
39,sepal_length,CV (%),7.281668086672117,iris,setosa,cv
40,sepal_length,Média,5.0375,iris,setosa,central
40,sepal_length,Mediana,5.0,iris,setosa,central
40,sepal_length,Desvio Padrão,0.36210743553784547,iris,setosa,dispersao
40,sepal_length,IC (90%),0.09646619846314164,iris,setosa,dispersao
40,sepal_length,IC (95%),0.11580757568501586,iris,setosa,dispersao
40,sepal_length,IC (99%),0.15503943737984205,iris,setosa,dispersao
40,sepal_length,CV (%),7.188236933753757,iris,setosa,cv
41,sepal_length,Média,5.036585365853658,iris,setosa,central
41,sepal_length,Mediana,5.0,iris,setosa,central
41,sepal_length,Desvio Padrão,0.35760040377562197,iris,setosa,dispersao
41,sepal_length,IC (90%),0.09403937503659054,iris,setosa,dispersao
41,sepal_length,IC (95%),0.11287261440203815,iris,setosa,dispersao
41,sepal_length,IC (99%),0.1510381011155509,iris,setosa,dispersao
41,sepal_length,CV (%),7.100056443002664,iris,setosa,cv
42,sepal_length,Média,5.023809523809524,iris,setosa,central
42,sepal_length,Mediana,5.0,iris,setosa,central
42,sepal_length,Desvio Padrão,0.36278699240505347,iris,setosa,dispersao
42,sepal_length,IC (90%),0.09420624536078603,iris,setosa,dispersao
42,sepal_length,IC (95%),0.11305238497540128,iris,setosa,dispersao
42,sepal_length,IC (99%),0.15121009876336478,iris,setosa,dispersao
42,sepal_length,CV (%),7.22135245545604,iris,setosa,cv
43,sepal_length,Média,5.0093023255813955,iris,setosa,central
43,sepal_length,Mediana,5.0,iris,setosa,central
43,sepal_length,Desvio Padrão,0.3708509863032347,iris,setosa,dispersao
43,sepal_length,IC (90%),0.0951215459824318,iris,setosa,dispersao
43,sepal_length,IC (95%),0.11413108716687156,iris,setosa,dispersao
43,sepal_length,IC (99%),0.1525870967090143,iris,setosa,dispersao
43,sepal_length,CV (%),7.403246244679244,iris,setosa,cv
44,sepal_length,Média,5.009090909090909,iris,setosa,central
44,sepal_length,Mediana,5.0,iris,setosa,central
44,sepal_length,Desvio Padrão,0.36651608157755955,iris,setosa,dispersao
44,sepal_length,IC (90%),0.09288651648021606,iris,setosa,dispersao
44,sepal_length,IC (95%),0.1114310733753621,iris,setosa,dispersao
44,sepal_length,IC (99%),0.14891618979283952,iris,setosa,dispersao
44,sepal_length,CV (%),7.3170179625284115,iris,setosa,cv
45,sepal_length,Média,5.011111111111111,iris,setosa,central
45,sepal_length,Mediana,5.0,iris,setosa,central
45,sepal_length,Desvio Padrão,0.3625805379010938,iris,setosa,dispersao
45,sepal_length,IC (90%),0.09081696000832361,iris,setosa,dispersao
45,sepal_length,IC (95%),0.10893125267513967,iris,setosa,dispersao
45,sepal_length,IC (99%),0.14551848923750496,iris,setosa,dispersao
45,sepal_length,CV (%),7.235531798469721,iris,setosa,cv
46,sepal_length,Média,5.006521739130435,iris,setosa,central
46,sepal_length,Mediana,5.0,iris,setosa,central
46,sepal_length,Desvio Padrão,0.35987786441331177,iris,setosa,dispersao
46,sepal_length,IC (90%),0.08911225856317344,iris,setosa,dispersao
46,sepal_length,IC (95%),0.10687053367277019,iris,setosa,dispersao
46,sepal_length,IC (99%),0.14271232973606607,iris,setosa,dispersao
46,sepal_length,CV (%),7.188181399484298,iris,setosa,cv
47,sepal_length,Média,5.008510638297873,iris,setosa,central
47,sepal_length,Mediana,5.0,iris,setosa,central
47,sepal_length,Desvio Padrão,0.3562057217237171,iris,setosa,dispersao
47,sepal_length,IC (90%),0.08721974467052011,iris,setosa,dispersao
47,sepal_length,IC (95%),0.10458591776698561,iris,setosa,dispersao
47,sepal_length,IC (99%),0.13961169809072826,iris,setosa,dispersao
47,sepal_length,CV (%),7.112008887431904,iris,setosa,cv
48,sepal_length,Média,5.0,iris,setosa,central
48,sepal_length,Mediana,5.0,iris,setosa,central
48,sepal_length,Desvio Padrão,0.35729480050524826,iris,setosa,dispersao
48,sepal_length,IC (90%),0.08653246347366399,iris,setosa,dispersao
48,sepal_length,IC (95%),0.10374759522321023,iris,setosa,dispersao
48,sepal_length,IC (99%),0.13844538505154666,iris,setosa,dispersao
48,sepal_length,CV (%),7.145896010104965,iris,setosa,cv
49,sepal_length,Média,5.006122448979592,iris,setosa,central
49,sepal_length,Mediana,5.0,iris,setosa,central
49,sepal_length,Desvio Padrão,0.3561414532090832,iris,setosa,dispersao
49,sepal_length,IC (90%),0.08533272318394536,iris,setosa,dispersao
49,sepal_length,IC (95%),0.1022957690586115,iris,setosa,dispersao
49,sepal_length,IC (99%),0.13646343428018629,iris,setosa,dispersao
49,sepal_length,CV (%),7.114117899406881,iris,setosa,cv
50,sepal_length,Média,5.006,iris,setosa,central
50,sepal_length,Mediana,5.0,iris,setosa,central
50,sepal_length,Desvio Padrão,0.35248968721345136,iris,setosa,dispersao
50,sepal_length,IC (90%),0.08357534041699194,iris,setosa,dispersao
50,sepal_length,IC (95%),0.10017646056913188,iris,setosa,dispersao
50,sepal_length,IC (99%),0.1335944525022508,iris,setosa,dispersao
50,sepal_length,CV (%),7.041344131311453,iris,setosa,cv
1,sepal_width,Média,3.5,iris,setosa,central
1,sepal_width,Mediana,3.5,iris,setosa,central
1,sepal_width,Desvio Padrão,0.0,iris,setosa,dispersao
1,sepal_width,IC (90%),0.0,iris,setosa,dispersao
1,sepal_width,IC (95%),0.0,iris,setosa,dispersao
1,sepal_width,IC (99%),0.0,iris,setosa,dispersao
1,sepal_width,CV (%),0.0,iris,setosa,cv
2,sepal_width,Média,3.25,iris,setosa,central
2,sepal_width,Mediana,3.25,iris,setosa,central
2,sepal_width,Desvio Padrão,0.3535533905932738,iris,setosa,dispersao
2,sepal_width,IC (90%),1.5784378787002329,iris,setosa,dispersao
2,sepal_width,IC (95%),3.1765511841080234,iris,setosa,dispersao
2,sepal_width,IC (99%),15.9141852907185,iris,setosa,dispersao
2,sepal_width,CV (%),10.878565864408424,iris,setosa,cv
3,sepal_width,Média,3.233333333333333,iris,setosa,central
3,sepal_width,Mediana,3.2,iris,setosa,central
3,sepal_width,Desvio Padrão,0.2516611478423583,iris,setosa,dispersao
3,sepal_width,IC (90%),0.4242640687121887,iris,setosa,dispersao
3,sepal_width,IC (95%),0.6251609479610883,iris,setosa,dispersao
3,sepal_width,IC (99%),1.4420462847762872,iris,setosa,dispersao
3,sepal_width,CV (%),7.783334469351289,iris,setosa,cv
4,sepal_width,Média,3.1999999999999997,iris,setosa,central
4,sepal_width,Mediana,3.1500000000000004,iris,setosa,central
4,sepal_width,Desvio Padrão,0.21602468994692867,iris,setosa,dispersao
4,sepal_width,IC (90%),0.2541923031677518,iris,setosa,dispersao
4,sepal_width,IC (95%),0.3437434881858908,iris,setosa,dispersao
4,sepal_width,IC (99%),0.6308903102440075,iris,setosa,dispersao
4,sepal_width,CV (%),6.750771560841521,iris,setosa,cv
5,sepal_width,Média,3.28,iris,setosa,central
5,sepal_width,Mediana,3.2,iris,setosa,central
5,sepal_width,Desvio Padrão,0.2588435821108957,iris,setosa,dispersao
5,sepal_width,IC (90%),0.24677910642487189,iris,setosa,dispersao
5,sepal_width,IC (95%),0.3213967570731997,iris,setosa,dispersao
5,sepal_width,IC (99%),0.5329625131648336,iris,setosa,dispersao
5,sepal_width,CV (%),7.891572625332186,iris,setosa,cv
6,sepal_width,Média,3.383333333333333,iris,setosa,central
6,sepal_width,Mediana,3.35,iris,setosa,central
6,sepal_width,Desvio Padrão,0.3430257521916782,iris,setosa,dispersao
6,sepal_width,IC (90%),0.28218672308138704,iris,setosa,dispersao
6,sepal_width,IC (95%),0.35998344988909353,iris,setosa,dispersao
6,sepal_width,IC (99%),0.5646600007018899,iris,setosa,dispersao
6,sepal_width,CV (%),10.138692183005269,iris,setosa,cv
7,sepal_width,Média,3.3857142857142852,iris,setosa,central
7,sepal_width,Mediana,3.4,iris,setosa,central
7,sepal_width,Desvio Padrão,0.31320159337914943,iris,setosa,dispersao
7,sepal_width,IC (90%),0.23003188451490242,iris,setosa,dispersao
7,sepal_width,IC (95%),0.2896631617245621,iris,setosa,dispersao
7,sepal_width,IC (99%),0.43888190048755504,iris,setosa,dispersao
7,sepal_width,CV (%),9.250679973223825,iris,setosa,cv
8,sepal_width,Média,3.3875,iris,setosa,central
8,sepal_width,Mediana,3.4,iris,setosa,central
8,sepal_width,Desvio Padrão,0.29001231500945407,iris,setosa,dispersao
8,sepal_width,IC (90%),0.19426030899435545,iris,setosa,dispersao
8,sepal_width,IC (95%),0.24245636281844493,iris,setosa,dispersao
8,sepal_width,IC (99%),0.35881895047679857,iris,setosa,dispersao
8,sepal_width,CV (%),8.5612491515706,iris,setosa,cv
9,sepal_width,Média,3.3333333333333335,iris,setosa,central
9,sepal_width,Mediana,3.4,iris,setosa,central
9,sepal_width,Desvio Padrão,0.31622776601683794,iris,setosa,dispersao
9,sepal_width,IC (90%),0.19601357390228122,iris,setosa,dispersao
9,sepal_width,IC (95%),0.2430741786823978,iris,setosa,dispersao
9,sepal_width,IC (99%),0.3536888799695865,iris,setosa,dispersao
9,sepal_width,CV (%),9.486832980505138,iris,setosa,cv
10,sepal_width,Média,3.31,iris,setosa,central
10,sepal_width,Mediana,3.3,iris,setosa,central
10,sepal_width,Desvio Padrão,0.30713731999438515,iris,setosa,dispersao
10,sepal_width,IC (90%),0.17804173253790315,iris,setosa,dispersao
10,sepal_width,IC (95%),0.21971280293374845,iris,setosa,dispersao
10,sepal_width,IC (99%),0.3156414099823947,iris,setosa,dispersao
10,sepal_width,CV (%),9.279073111612844,iris,setosa,cv
11,sepal_width,Média,3.3454545454545457,iris,setosa,central
11,sepal_width,Mediana,3.4,iris,setosa,central
11,sepal_width,Desvio Padrão,0.31420896347378874,iris,setosa,dispersao
11,sepal_width,IC (90%),0.17170815715752846,iris,setosa,dispersao
11,sepal_width,IC (95%),0.21108845389669784,iris,setosa,dispersao
11,sepal_width,IC (99%),0.3002491818233142,iris,setosa,dispersao
11,sepal_width,CV (%),9.39211575600999,iris,setosa,cv
12,sepal_width,Média,3.35,iris,setosa,central
12,sepal_width,Mediana,3.4,iris,setosa,central
12,sepal_width,Desvio Padrão,0.3,iris,setosa,dispersao
12,sepal_width,IC (90%),0.15552818752681885,iris,setosa,dispersao
